title,wordsInTitle,url,imdbRating,ratingCount,duration,year,type,nrOfWins,Nominations,nrOfPhotos,nrOfNewsArticles,nrOfUserReviews,nrOfGenre,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,FilmNoir,GameShow,History,Horror,Music,Musical,Mystery,News,RealityTV,Romance,SciFi,Short,Sport,TalkShow,Thriller,War,Western,genre
abenteuer im gelben meer (1935),abenteuer im gelben meer,http://www.imdb.com/title/tt0026205/,7.0,1291,5220,1935.0,video.movie,0,0,4,6,25,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Action
city heat - der bulle und der schnüffler (1984),city heat der bulle und der schn ffler,http://www.imdb.com/title/tt0087062/,5.4,5815,5580,1984.0,video.movie,0,0,21,19,41,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
fellinis schiff der träume (1983),fellinis schiff der tr ume,http://www.imdb.com/title/tt0087188/,7.7,3477,7920,1983.0,video.movie,11,1,9,5,25,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Drama
der liebe verfallen (1984),der liebe verfallen,http://www.imdb.com/title/tt0087233/,6.4,7598,6360,1984.0,video.movie,2,1,27,218,51,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Drama
lockenköpfchen (1935),lockenk pfchen,http://www.imdb.com/title/tt0026252/,6.9,890,4500,1935.0,video.movie,0,0,11,36,13,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Family
footloose (1984),footloose,http://www.imdb.com/title/tt0087277/,6.4,39147,6420,1984.0,video.movie,1,4,37,861,104,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Drama
spuren eines verbrechens (1984),spuren eines verbrechens,http://www.imdb.com/title/tt0087280/,6.9,5923,6240,1984.0,video.movie,12,3,10,9,40,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Crime
godzilla - die rückkehr des monsters (1984),godzilla die r ckkehr des monsters,http://www.imdb.com/title/tt0087344/,6.1,3450,4920,1984.0,video.movie,2,2,8,18,54,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Action
gremlins - kleine monster (1984),gremlins kleine monster,http://www.imdb.com/title/tt0087363/,7.2,105442,6360,1984.0,video.movie,7,6,54,1025,223,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
hum dono (1985),hum dono,http://www.imdb.com/title/tt0087434/,6.6,32,,1985.0,video.movie,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Comedy
die eispiraten (1984),die eispiraten,http://www.imdb.com/title/tt0087451/,5.6,6594,5460,1984.0,video.movie,0,0,7,12,51,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Comedy
iceman - der mann der aus dem eis kam (1984),iceman der mann der aus dem eis kam,http://www.imdb.com/title/tt0087452/,6.1,3549,6000,1984.0,video.movie,0,0,3,5,25,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Drama
david copperfield (1935),david copperfield,http://www.imdb.com/title/tt0026266/,7.6,2342,7440,1935.0,video.movie,1,1,11,5,38,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Adventure
johnny g. - gangster wider willen (1984),johnny g gangster wider willen,http://www.imdb.com/title/tt0087507/,6.4,9160,5400,1984.0,video.movie,0,0,10,23,55,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
kaos (1984),kaos,http://www.imdb.com/title/tt0087537/,7.9,1443,11280,1984.0,video.movie,4,6,2,6,15,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Comedy
der powerman (1984),der powerman,http://www.imdb.com/title/tt0087578/,7.3,6128,6480,1984.0,video.movie,0,0,13,0,35,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
dr. socrates (1935),dr socrates,http://www.imdb.com/title/tt0026293/,6.6,192,4200,1935.0,video.movie,0,0,0,0,9,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Crime
der kurschatten (1985),der kurschatten,http://www.imdb.com/title/tt0087650/,8.3,1284,6420,1985.0,video.movie,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Comedy
der komet (1984),der komet,http://www.imdb.com/title/tt0087799/,6.4,10363,5700,1984.0,video.movie,0,0,16,123,150,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Comedy
nightmare - mörderische träume (1984),nightmare m rderische tr ume,http://www.imdb.com/title/tt0087800/,7.5,113699,5460,1984.0,video.movie,2,3,46,2324,614,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Horror
non ci resta che piangere (1984),non ci resta che piangere,http://www.imdb.com/title/tt0087814/,7.9,2888,6780,1984.0,video.movie,0,0,0,0,10,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
first a girl (1935),first a girl,http://www.imdb.com/title/tt0026361/,7.1,265,5640,1935.0,video.movie,0,0,3,0,12,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Comedy
das philadelphia experiment (1984),das philadelphia experiment,http://www.imdb.com/title/tt0087910/,6.1,9038,6120,1984.0,video.movie,1,1,13,25,50,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Biography
ein platz im herzen (1984),ein platz im herzen,http://www.imdb.com/title/tt0087921/,7.4,6121,6660,1984.0,video.movie,13,11,5,69,43,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drama
repo man (1984),repo man,http://www.imdb.com/title/tt0087995/,6.9,21061,5520,1984.0,video.movie,3,2,19,263,142,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Comedy
menschen am fluß (1984),menschen am flu,http://www.imdb.com/title/tt0088007/,6.3,4088,7320,1984.0,video.movie,2,2,12,21,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drama
leichte straße (1917),leichte stra e,http://www.imdb.com/title/tt0007880/,7.7,2488,1440,1917.0,video.movie,0,0,2,4,21,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Comedy
die frau auf seite 1 (1935),die frau auf seite,http://www.imdb.com/title/tt0026388/,7.2,714,4920,1935.0,video.movie,0,0,0,0,11,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Comedy
sex mission (1984),sex mission,http://www.imdb.com/title/tt0088083/,7.9,6494,7200,1984.0,video.movie,2,2,3,0,28,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Comedy
stille nacht - horror nacht (1984),stille nacht horror nacht,http://www.imdb.com/title/tt0088117/,5.9,6612,4740,1984.0,video.movie,0,0,6,0,169,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Horror
das darf man nur als erwachsener (1984),das darf man nur als erwachsener,http://www.imdb.com/title/tt0088128/,7.2,55993,5580,1984.0,video.movie,2,1,28,526,150,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Comedy
der gnadenlose schatten (1983),der gnadenlose schatten,http://www.imdb.com/title/tt0088135/,4.7,226,5340,1983.0,video.movie,1,1,0,0,5,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crime
star trek iii: auf der suche nach mr. spock (1984),star trek iii auf der suche nach mr spock,http://www.imdb.com/title/tt0088170/,6.6,48205,6300,1984.0,video.movie,0,0,48,106,168,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Action
stop making sense (1984),stop making sense,http://www.imdb.com/title/tt0088178/,8.4,6951,5280,1984.0,video.movie,3,0,19,75,61,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Documentary
straßen in flammen (1984),stra en in flammen,http://www.imdb.com/title/tt0088194/,6.7,10091,5580,1984.0,video.movie,2,1,20,122,140,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crime
thriller (tv short 1983),thriller tv short,http://www.imdb.com/title/tt0088263/,8.5,9173,780,1983.0,video.tv,2,0,0,0,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,Horror
top secret (1984),top secret,http://www.imdb.com/title/tt0088286/,7.2,38379,5400,1984.0,video.movie,0,0,20,0,154,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
urusei yatsura 2: byûtifuru dorîmâ (1984),urusei yatsura by tifuru dor m,http://www.imdb.com/title/tt0088334/,7.8,1012,5880,1984.0,video.movie,0,0,3,0,9,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
die frau in rot (1984),die frau in rot,http://www.imdb.com/title/tt0088414/,5.8,8151,5220,1984.0,video.movie,1,1,13,23,39,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Comedy
womit habe ich das verdient? (1984),womit habe ich das verdient,http://www.imdb.com/title/tt0088461/,7.2,5382,6060,1984.0,video.movie,5,1,9,0,25,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
adventures in wonderland (tv series 1992–1994),adventures in wonderland tv series,http://www.imdb.com/title/tt0088473/,8.0,358,1800,1992.0,video.tv,8,14,6,78,7,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
the bugs bunny/looney tunes comedy hour (tv series 1985– ),the bugs bunny looney tunes comedy hour tv series,http://www.imdb.com/title/tt0088491/,8.5,7630,2700,1985.0,video.tv,0,0,7,0,3,3,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
dragon ball: doragon bôru (tv series 1986–1989),dragon ball doragon b ru tv series,http://www.imdb.com/title/tt0088509/,8.7,15741,1500,1989.0,video.tv,0,0,10,0,19,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Action
freunde im all (tv series 1985–1986),freunde im all tv series,http://www.imdb.com/title/tt0088510/,6.2,688,1440,1986.0,video.tv,0,0,8,34,6,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Adventure
eastenders (tv series 1985– ),eastenders tv series,http://www.imdb.com/title/tt0088512/,5.3,4515,1800,1985.0,video.tv,160,231,4,5520,90,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drama
golden girls (tv series 1985–1992),golden girls tv series,http://www.imdb.com/title/tt0088526/,7.7,17285,1800,1992.0,video.tv,35,86,36,472,132,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
unser lautes heim (tv series 1985–1992),unser lautes heim tv series,http://www.imdb.com/title/tt0088527/,6.6,7910,1800,1992.0,video.tv,16,16,6,627,37,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
die gummibärenbande (tv series 1985–1991),die gummib renbande tv series,http://www.imdb.com/title/tt0088528/,7.8,3625,1800,1991.0,video.tv,0,0,8,6,23,3,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Animation
larry king live (tv series 1985– ),larry king live tv series,http://www.imdb.com/title/tt0088550/,5.6,744,3600,1985.0,video.tv,11,6,5,747,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,News
lindenstraße (tv series 1985– ),lindenstra e tv series,http://www.imdb.com/title/tt0088554/,5.1,488,1740,1985.0,video.tv,5,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drama
mask - die masken (tv series 1985– ),mask die masken tv series,http://www.imdb.com/title/tt0088563/,7.2,1749,1320,1985.0,video.tv,0,0,9,0,21,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Action
mr. belvedere (tv series 1985–1990),mr belvedere tv series,http://www.imdb.com/title/tt0088576/,6.6,1718,1800,1990.0,video.tv,1,12,3,28,7,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
street hawk (tv series 1985– ),street hawk tv series,http://www.imdb.com/title/tt0088618/,7.0,1204,3600,1985.0,video.tv,0,0,9,15,16,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Crime
thundercats (tv series 1985–1989),thundercats tv series,http://www.imdb.com/title/tt0088631/,7.9,9348,1800,1989.0,video.tv,0,0,15,38,38,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Action
unbekannte dimensionen (tv series 1985–1989),unbekannte dimensionen tv series,http://www.imdb.com/title/tt0088634/,7.8,4071,2700,1989.0,video.tv,2,9,3,186,24,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Fantasy
khoon ka khoon (1935),khoon ka khoon,http://www.imdb.com/title/tt0026566/,5.3,6,7320,1935.0,video.movie,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drama
die zeit nach mitternacht (1985),die zeit nach mitternacht,http://www.imdb.com/title/tt0088680/,7.7,31116,5820,1985.0,video.movie,4,7,20,43,171,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Comedy
amici miei - atto iii° (1985),amici miei atto iii,http://www.imdb.com/title/tt0088710/,6.2,779,6600,1985.0,video.movie,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
anne auf green gables (tv movie 1985),anne auf green gables tv movie,http://www.imdb.com/title/tt0088727/,8.4,11244,11940,1985.0,video.movie,11,6,25,67,73,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drama
before stonewall (1984),before stonewall,http://www.imdb.com/title/tt0088782/,7.5,429,5220,1984.0,video.movie,3,1,8,3,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Documentary
lanny dreht auf (1985),lanny dreht auf,http://www.imdb.com/title/tt0088794/,7.3,28443,5820,1985.0,video.movie,0,0,41,106,171,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Comedy
mad love (1935),mad love,http://www.imdb.com/title/tt0026663/,7.4,2494,4080,1935.0,video.movie,0,0,3,30,72,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Horror
katzenauge (1985),katzenauge,http://www.imdb.com/title/tt0088889/,6.2,13817,5640,1985.0,video.movie,0,0,10,51,75,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Comedy
a chorus line (1985),a chorus line,http://www.imdb.com/title/tt0088915/,6.0,6564,6780,1985.0,video.movie,0,5,31,252,81,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Drama
christopher columbus (tv mini-series 1985),christopher columbus tv mini series,http://www.imdb.com/title/tt0088916/,7.7,416,21600,1985.0,video.tv,0,0,5,0,7,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Biography
ciuleandra (1985),ciuleandra,http://www.imdb.com/title/tt0088926/,7.9,326,,1985.0,video.movie,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
cocoon (1985),cocoon,http://www.imdb.com/title/tt0088933/,6.6,37635,7020,1985.0,video.movie,3,11,24,162,75,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Comedy
die farbe lila (1985),die farbe lila,http://www.imdb.com/title/tt0088939/,7.8,50925,9240,1985.0,video.movie,14,9,44,730,182,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drama
der läufer (1990),der l ufer,http://www.imdb.com/title/tt0088992/,8.0,719,5640,1990.0,video.movie,1,0,4,0,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Drama
zombie 2 - das letzte kapitel (1985),zombie das letzte kapitel,http://www.imdb.com/title/tt0088993/,7.2,40676,5760,1985.0,video.movie,2,0,23,841,401,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Horror
death wish 3 - die rächer von new york (1985),death wish die r cher von new york,http://www.imdb.com/title/tt0089003/,5.8,8274,5520,1985.0,video.movie,0,0,6,45,148,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crime
dance of the demons (1985),dance of the demons,http://www.imdb.com/title/tt0089013/,6.6,11995,5280,1985.0,video.movie,0,0,13,213,163,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Horror
detective (1985),detective,http://www.imdb.com/title/tt0089066/,6.2,998,5700,1985.0,video.movie,2,1,6,5,15,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
friday the 13th: a new beginning (1985),friday the th a new beginning,http://www.imdb.com/title/tt0089173/,4.5,17501,5520,1985.0,video.movie,0,0,10,77,325,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,Horror
die rabenschwarze nacht (1985),die rabenschwarze nacht,http://www.imdb.com/title/tt0089175/,7.1,32957,6360,1985.0,video.movie,5,4,23,1107,255,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
lipstick & ice cream (1985),lipstick ice cream,http://www.imdb.com/title/tt0089208/,5.9,6531,5400,1985.0,video.movie,0,0,37,119,54,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Comedy
zurück aus der vergangenheit (1985),zur ck aus der vergangenheit,http://www.imdb.com/title/tt0089265/,6.2,2355,5400,1985.0,video.movie,1,0,15,3,23,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Comedy
die neuen abenteuer des herkules (1985),die neuen abenteuer des herkules,http://www.imdb.com/title/tt0089271/,3.8,501,5280,1985.0,video.movie,0,0,0,0,15,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Adventure
der 4 1/2 billionen dollar vertrag (1985),der billionen dollar vertrag,http://www.imdb.com/title/tt0089283/,5.8,1640,6720,1985.0,video.movie,0,0,8,0,22,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crime
police story (1985),police story,http://www.imdb.com/title/tt0089374/,7.6,14998,6060,1985.0,video.movie,2,5,14,148,76,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Comedy
quatermain - auf der suche nach dem schatz der könige (1985),quatermain auf der suche nach dem schatz der k nige,http://www.imdb.com/title/tt0089421/,5.1,8156,6000,1985.0,video.movie,0,0,8,26,66,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
der verrückte mit dem geigenkasten (1985),der verr ckte mit dem geigenkasten,http://www.imdb.com/title/tt0089543/,5.6,9633,5520,1985.0,video.movie,0,0,14,9,42,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Comedy
die maske (1985),die maske,http://www.imdb.com/title/tt0089560/,7.2,17586,7200,1985.0,video.movie,2,6,13,81,87,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Biography
mein leben als hund (1985),mein leben als hund,http://www.imdb.com/title/tt0089606/,7.8,12406,6060,1985.0,video.movie,15,2,23,67,55,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
my science project (1985),my science project,http://www.imdb.com/title/tt0089652/,5.9,3197,5640,1985.0,video.movie,0,0,11,12,21,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
karate tiger - der letzte kampf (1986),karate tiger der letzte kampf,http://www.imdb.com/title/tt0089695/,5.5,9196,5100,1986.0,video.movie,0,0,6,0,93,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crime
novembermond (1985),novembermond,http://www.imdb.com/title/tt0089707/,5.9,147,6000,1985.0,video.movie,0,0,4,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Drama
oberst redl (1985),oberst redl,http://www.imdb.com/title/tt0089716/,7.6,1628,8640,1985.0,video.movie,5,2,6,5,15,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Biography
otaku no video (video 1991),otaku no video video,http://www.imdb.com/title/tt0089749/,7.3,314,3000,1991.0,video.movie,0,0,3,0,7,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
page miss glory (1935),page miss glory,http://www.imdb.com/title/tt0026840/,8.1,873,5580,1935.0,video.movie,0,0,0,0,15,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Comedy
der panther (1985),der panther,http://www.imdb.com/title/tt0089776/,5.8,563,5880,1985.0,video.movie,0,0,2,0,1,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Crime
pee-wees irre abenteuer (1985),pee wees irre abenteuer,http://www.imdb.com/title/tt0089791/,7.0,35543,5400,1985.0,video.movie,1,2,22,159,174,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
police academy 2 - jetzt geht's erst richtig los (1985),police academy jetzt geht s erst richtig los,http://www.imdb.com/title/tt0089822/,5.5,30351,5220,1985.0,video.movie,1,0,4,13,77,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
magere zeiten (1984),magere zeiten,http://www.imdb.com/title/tt0089838/,6.6,1683,5640,1984.0,video.movie,3,3,13,16,19,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
die ehre der prizzis (1985),die ehre der prizzis,http://www.imdb.com/title/tt0089841/,6.8,15996,7800,1985.0,video.movie,30,19,24,60,83,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
rambo ii - der auftrag (1985),rambo ii der auftrag,http://www.imdb.com/title/tt0089880/,6.3,90877,5760,1985.0,video.movie,5,4,46,133,198,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Action
der re-animator (1985),der re animator,http://www.imdb.com/title/tt0089885/,7.3,30710,6240,1985.0,video.movie,4,2,16,589,188,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Horror
was für ein genie (1985),was f r ein genie,http://www.imdb.com/title/tt0089886/,7.0,19992,6480,1985.0,video.movie,2,2,16,96,120,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Comedy
les rois du gag (1985),les rois du gag,http://www.imdb.com/title/tt0089929/,4.9,457,5880,1985.0,video.movie,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy
shoah (1985),shoah,http://www.imdb.com/title/tt0090015/,8.0,4455,33960,1985.0,video.movie,13,0,13,99,40,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Documentary
st. elmo's fire - die leidenschaft brennt tief (1985),st elmo s fire die leidenschaft brennt tief,http://www.imdb.com/title/tt0090060/,6.3,22280,6600,1985.0,video.movie,1,1,36,134,138,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Drama
starchaser: the legend of orin (1985),starchaser the legend of orin,http://www.imdb.com/title/tt0090065/,6.8,1124,6420,1985.0,video.movie,0,0,6,3,33,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Adventure
the stuff (1985),the stuff,http://www.imdb.com/title/tt0090094/,5.9,6525,5220,1985.0,video.movie,0,0,3,36,96,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Comedy
